ID_STRUTTURA,PROVINCIA,NOME_COMUNE,DENOMINAZIONE_STRUTTURA,CATEGORIA,CLASSIFICAZIONE,INDIRIZZO,CAP,FRAZIONE,LOCALITA,EMAIL,TEL,FAX,WEB,CAMERE,SUITE,LETTI,BAGNI,PRIMA_COLAZIONE,IN_ABITATO,SUL_LAGO,VICINO_ELIPORTO,VICINO_AEREOPORTO,ZONA_CENTRALE,VICINO_IMP_RISALITA,ZONA_PERIFERICA,ZONA_STAZIONE_FS,ATTREZZATURE,ATTREZZATURE_CARTE,ATTREZZATURE_LINGUE,ATTREZZATURE_SPORT,ATTREZZATURE_CONGRESSI,geo_y,geo_x,location
9509142,MI,MILANO,MEC,Alberghiere,Alberghi 3 stelle,VIA TITO LIVIO 4,20137,,,info@mechotel.it,02 55187075,02 55187066,www.hotelmec-milano.it (http://www.hotelmec-milano.it),40,,71,40,1,,,,,,,,,"Accettazione animali domestici,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Fitness/centro salute,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Pulizia calzature,Riscaldamento,Sala lettura separata,Sala televisione separata,Trasporto clienti stazione","AmexCo,CartaSi,EDC,Eurocard,Visa","Francese,Inglese,Spagnolo",Fitness/centro salute,,9.21481805,45.45242396,"(45.45242396, 9.21481805)"
9510012,MI,MILANO,HOTEL CAMPION,Alberghiere,Alberghi 3 stelle,VIALE BERENGARIO 3,20149,,,hc@hotelcampion.com,02 462363,02 4985418,www.hotelcampion.com (http://www.hotelcampion.com),27,,49,27,1,,,,,,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Parcheggio custodito,Pulizia calzature,Riscaldamento,Sala televisione separata,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,Bank Americard,Carta Moneta,CartaSi,Carte Blanche,Diners,JBC,JCB,Master Card,Visa,Visa Electron","Francese,Inglese,Spagnolo",,,9.15130703,45.47471325,"(45.47471325, 9.15130703)"
9511446,MI,MILANO,MINI HOTEL TIZIANO,Alberghiere,Alberghi 4 stelle,VIA TIZIANO 6,20145,,,tiziano@minihotel.it,02 4699035,02 4812153,www.hoteltizianomilano.it (http://www.hoteltizianomilano.it),52,,73,56,,,,,,,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Parco o giardino,Pulizia calzature,Riscaldamento,Sala lettura separata,Sala televisione separata,Servizio in camera,WI-FI in aree comuni","American express,Bancomat,CartaSi,Diners,Maestro,Master Card,Visa","Francese,Inglese,Spagnolo,Tedesco",,"Congressi capacita' Max 50,Congressi capacita' Min 20,Numero sale congressi",9.1565049,45.47105716,"(45.47105716, 9.1565049)"
9510514,MI,MILANO,IBIS MILANO CA' GRANDA,Alberghiere,Alberghi 3 stelle,VIALE GIOVANNI SUZZANI 13/15,20162,,,h1135@accor.com,02 66103000,02 66102797,www.ibishotel.com (http://www.ibishotel.com),132,,264,138,,,,,,,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Parcheggio non custodito,Riscaldamento,Ristorante,Sala accoglienza,Servizio congressi,WI-FI in aree comuni","American express,AmexCo,Bancomat,Carta Moneta,CartaSi,Diners,Eurocard,JCB,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Portoghese,Spagnolo,Tedesco",,"Congressi capacita' Max 55,Congressi capacita' Min 10,Numero sale congressi",9.1984959,45.50769575,"(45.50769575, 9.1984959)"
9503047,MI,MILANO,WINDSOR,Alberghiere,Alberghi 4 stelle,VIA GALILEO GALILEI 2,20124,,,windsor@hotelwindsor.it,02 6346,02 6555543,www.hotelwindsormilan.com (http://www.hotelwindsormilan.com),97,12,206,97,,,,,,1,,,1,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Biciclette per ospiti,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Jacuzzi/Idromassaggio,Lavaggio e stiratura biancheria,Parcheggio custodito,Pulizia calzature,Riscaldamento,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Servizio congressi,Servizio in camera,SKY,Televisione satellitare,Videogiochi,WI-FI in aree comuni","American express,AmexCo,Bancomat,Carta Moneta,CartaSi,Eurocard,JBC,JCB,JCV,JTB,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Spagnolo,Tedesco",,"Congressi capacita' Max 50,Congressi capacita' Min,Numero sale congressi 2",9.19461504,45.47953062,"(45.47953062, 9.19461504)"
9528599,MI,MILANO,CHATEAU MONFORT,Alberghiere,Alberghi 5 stelle,CORSO CONCORDIA 1,20129,,,info@hotelchateaumonfort.com,02 776761,02 77676832,www.hotelchateaumonfort.com (http://www.hotelchateaumonfort.com),77,,153,82,,,,,,1,,,,"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Area fumatori,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Enoteca,Estintori,Fitness/centro salute,Lavaggio e stiratura biancheria,Riscaldamento,Ristorante,Servizi baby sitting,Servizio congressi,Servizio in camera,Televisione satellitare,Trasporto clienti stazione,WI-FI in aree comuni","American express,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,JCB,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Portoghese,Russo,Spagnolo",,"Congressi capacita' Max 95,Congressi capacita' Min 18,Numero sale congressi 2",9.20738904,45.46817159,"(45.46817159, 9.20738904)"
9505780,MI,MILANO,PARMA,Alberghiere,Alberghi 2 stelle,VIA PIERO DELLA FRANCESCA 48,20154,,,info@hotelparmamilano.it,02 315448,02 315466,www.hotelparmamilano.it (http://www.hotelparmamilano.it),25,,38,23,1,1,,,,1,,,1,"Accettazione animali domestici,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Estintori,Internet point,Riscaldamento,Sala televisione separata,Servizio in camera,WI-FI in aree comuni","Bancomat,CartaSi,Maestro,Master Card,Visa,Visa Electron","Cinese,Francese,Inglese",,,9.16281892,45.48453899,"(45.48453899, 9.16281892)"
9514205,MI,MILANO,BEL SIT,Alberghiere,Alberghi 2 stelle,VIA GALLARATE 2,20151,,,info@hotelbelsit.net,02 33002276,02 33002922,www.hotelbelsit.net (http://www.hotelbelsit.net),17,,25,17,1,,,,,,,,,"Area fumatori,Bar,Custodia valori in cassaforte,Estintori,Parcheggio non custodito,Riscaldamento,Servizio in camera,WI-FI in aree comuni","American express,AmexCo,Bancomat,CartaSi,Diners,Maestro,Master Card,Visa","Arabo,Inglese,Rumeno,Russo",,,9.14435084,45.49296856,"(45.49296856, 9.14435084)"
9524131,MI,MILANO,BRENTA,Alberghiere,Alberghi 2 stelle,VIA BRENTA 33,20139,,,info@hotelbrentamilano.com,02 56808688,,www.hotelbrentamilano.com (http://www.hotelbrentamilano.com),12,,22,12,1,,,,,,,,,"Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Riscaldamento,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,JCB,Maestro,Master Card,Visa,Visa Electron","Arabo,Cinese,Inglese",,,9.21762249,45.44199609,"(45.44199609, 9.21762249)"
9508658,MI,MILANO,SANPI HOTEL,Alberghiere,Alberghi 4 stelle,VIA LAZZARO PALAZZI 18,20124,,,info@hotelsanpimilano.it,02 29513341,02 29402451,www.hotelsanpimilano.it (http://www.hotelsanpimilano.it),79,2,147,79,1,,,,,1,,,1,"Access. diversamente abili parziale,Access. diversamente abili totale,Accesso a mezzi pubblici,Accettazione gruppi,Area fumatori,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Ecohotel,Estintori,Fitness/centro salute,Internet point,Jacuzzi/Idromassaggio,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Riscaldamento,Roof garden,Sala accoglienza,Sala lettura separata,Sala televisione separata,Servizio congressi,Servizio in camera,SKY,Tavernetta o tavola calda,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,BAC,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,Eurocard,JCB,Key Client,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Spagnolo,Tedesco",Fitness/centro salute,"Congressi capacita' Max 60,Congressi capacita' Min 5,Numero sale congressi",9.20316431,45.47762969,"(45.47762969, 9.20316431)"
9542298,MI,MILANO,HOTEL BOUTIQUE DUOMO,Alberghiere,Alberghi 4 stelle,VIA MAC MAHON 45/A,20155,,,m.varlese@hotelboutiqueduomo.it,02 3495138,02 31801919,www.hotelboutiqueduomo.it (http://www.hotelboutiqueduomo.it),10,,17,10,1,,,,,,,,,"Access. diversamente abili parziale,Accettazione animali domestici,Accettazione gruppi,Area fumatori,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassette sicurezza,Estintori,Jacuzzi/Idromassaggio,Pulizia calzature,Riscaldamento,Sala accoglienza,Sala lettura separata,Sala televisione separata,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,Carta Moneta,CartaSi,Eurocard,Key Client,Master Card,Masterchange,Top Card,Visa,Visa Electron","Francese,Inglese,Spagnolo,Tedesco",,,9.16198746,45.49072163,"(45.49072163, 9.16198746)"
108824122,MI,MILANO,HOTEL GIACOSA,Alberghiere,Alberghi 3 stelle,VIA GIUSEPPE GIACOSA 3,20127,,,itreprincipi@arubapec.it,0236638480/81,,www.hotelgiacosa.com (http://www.hotelgiacosa.com),9,,19,12,,,,,,,,,,"Access. diversamente abili totale,Accesso a vetture private,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Estintori,Sala accoglienza,Televisione satellitare,WI-FI in aree comuni",,"Arabo,Inglese",,,9.22297109,45.49154822,"(45.49154822, 9.22297109)"
9503638,MI,MILANO,KING MOKINBA HOTELS,Alberghiere,Alberghi 4 stelle,CORSO MAGENTA 19,20123,,,king@mokinba.it,02 874432,02 89010798,www.mokinba.com (http://www.mokinba.com),48,,85,49,1,,,,,1,,,,"Accesso a mezzi pubblici,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Estintori,Lavaggio e stiratura biancheria,Parcheggio custodito,Riscaldamento",Tutte,"Francese,Inglese,Spagnolo,Tedesco",,,9.17837,45.46578285,"(45.46578285, 9.17837)"
9502667,MI,MILANO,LEONARDO HOTEL MILAN CITY CENTER,Alberghiere,Alberghi 4 stelle,VIA MESSINA 10,20154,,,info.milancity@leonardo-hotels.com,02 318170,02 33107399,www.leonardo-hotel.com (http://www.leonardo-hotel.com),131,12,259,139,,,,,,,,,1,"Access. diversamente abili totale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Estintori,Internet point,Lavaggio e stiratura biancheria,Pulizia calzature,Riscaldamento,Ristorante,Servizio congressi,Servizio in camera,SKY,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,Eurocard,Key Client,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Spagnolo,Tedesco",,"Congressi capacita' Max 200,Congressi capacita' Min 10,Numero sale congressi 4",9.17559109,45.48224511,"(45.48224511, 9.17559109)"
9505392,MI,MILANO,LLOYD,Alberghiere,Alberghi 4 stelle,CORSO DI PORTA ROMANA 48,20122,,,info@lloydhotelmilano.it,02 58303332,02 58303365,www.lloydhotelmilano.it (http://www.lloydhotelmilano.it),56,,89,58,1,,,,,1,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Riscaldamento,Servizio congressi,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,BAC,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,Master Card,Visa","Francese,Inglese",,"Congressi capacita' Max 100,Congressi capacita' Min,Numero sale congressi 4",9.19236569,45.4582037,"(45.4582037, 9.19236569)"
9506484,MI,MILANO,ADA,Alberghiere,Alberghi 2 stelle,VIA GIOVANNI BATTISTA SAMMARTINI 15,20125,,,info@hotelada.it,02 66982632,02 66982565,www.hotelada.it (http://www.hotelada.it),18,,25,18,,,,,,,,,1,"Accesso a mezzi pubblici,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassette sicurezza,Estintori,Internet point,Riscaldamento,Sala accoglienza,Servizio in camera,WI-FI in aree comuni","Bancomat,Carta Moneta,CartaSi,Maestro,Master Card,Visa,Visa Electron",Inglese,,,9.20427253,45.48795084,"(45.48795084, 9.20427253)"
9513785,MI,MILANO,2000,Alberghiere,Alberghi 2 stelle,VIA VITRUVIO 28,20124,,,info@hotel2000milano.com,02 20404067,02 29515024,www.hotel2000milano.com (http://www.hotel2000milano.com),14,,25,14,,,,,,,,,1,"Access. diversamente abili totale,Accesso a mezzi pubblici,Ascensore,Bar,Estintori,Parcheggio custodito,Riscaldamento,Sala televisione separata",Tutte,"Francese,Inglese,Spagnolo",,,9.2075026,45.48194173,"(45.48194173, 9.2075026)"
9507589,MI,MILANO,CANOVA,Alberghiere,Alberghi 3 stelle,VIA NAPO TORRIANI 15,20124,,,info@hotelcanova.com,02 66988181,02 66713433,www.hotelcanova.com (http://www.hotelcanova.com),61,,134,61,,,,,,,,,1,"Accettazione animali domestici,Accettazione gruppi,Animazione professionale,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassette sicurezza,Estintori,Impianti termali propri,Internet point,Lavaggio e stiratura biancheria,Riscaldamento,Sala accoglienza,Sala lettura separata,Sala televisione separata,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,BAC,Bancomat,Bank Americard,Carta Moneta,CartaSi,Carte Blanche,Citibank,Diners,EDC,Eurocard,JBC,JCB,JCV,JTB,Key Client,Maestro,Master Card,Masterchange,MobilMat,Top Card,Tutte,Visa,Visa Electron","Arabo,Francese,Inglese,Russo,Spagnolo",,,9.20332846,45.48229184,"(45.48229184, 9.20332846)"
9502625,MI,MILANO,PIOLA,Alberghiere,Alberghi 2 stelle,VIA ALESSANDRO PESTALOZZA 28,20131,,,info@hotelpiola.com,02 2361163,02 2361162,www.hotelpiola.com (http://www.hotelpiola.com),13,,23,13,,,,,,,,,,"Accesso a mezzi pubblici,Accettazione gruppi,Aria condizionata centralizzata,Bar,Estintori,Riscaldamento,Sala televisione separata,WI-FI in aree comuni","Bancomat,Carta Moneta,CartaSi,Diners,Eurocard,JBC,JCB,Maestro,Master Card,Visa,Visa Electron",Inglese,,,9.2226636,45.48323075,"(45.48323075, 9.2226636)"
9531836,MI,MILANO,POMA,Alberghiere,Alberghi 3 stelle,VIA ARCHIMEDE 75,20129,,,fmhotel@pec.hotelpoma.com,02 39666814,02 87064282,www.hotelpoma.com (http://www.hotelpoma.com),12,,18,12,,,,,,,,,1,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Area fumatori,Ascensore,Bar,Custodia valori in cassette sicurezza,Estintori,Parco o giardino,Riscaldamento,Sala accoglienza,Sala televisione separata,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","Bancomat,CartaSi,Maestro,Master Card,Visa,Visa Electron","Arabo,Francese,Inglese,Russo,Tedesco",,,9.2163278,45.46551489,"(45.46551489, 9.2163278)"
9529069,MI,MILANO,BIO CITY,Alberghiere,Alberghi 3 stelle,VIA EDOLO 18,20125,,,info@biocityhotel.it,02 66703595,02 67481358,www.biocityhotel.it (http://www.biocityhotel.it),25,,45,25,1,,,,,,,,1,"Access. diversamente abili parziale,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Ecohotel,Estintori,Riscaldamento,Sala accoglienza,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,CartaSi,Maestro,Master Card,Visa","Francese,Inglese,Russo,Spagnolo",,,9.20645799,45.49246565,"(45.49246565, 9.20645799)"
9505972,MI,MILANO,ARISTON,Alberghiere,Alberghi 3 stelle,LARGO CARROBBIO 2,20123,,,info@aristonhotel.com,02 72000556,02 72000914,www.aristonhotel.com (http://www.aristonhotel.com),52,16,89,54,1,,,,,1,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Biciclette per ospiti,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Ecohotel,Estintori,Internet point,Jacuzzi/Idromassaggio,Lavaggio e stiratura biancheria,Parcheggio custodito,Riscaldamento,Sala lettura separata,Sala televisione separata,Servizio congressi,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,Bank Americard,Carta Moneta,CartaSi,Citibank,Diners,Eurocard,JCB,Key Client,Maestro,Master Card,Top Card,Visa,Visa Electron","Francese,Inglese,Rumeno,Russo,Serbo,Sloveno,Spagnolo,Tedesco",,"Congressi capacita' Max 25,Congressi capacita' Min 2,Numero sale congressi",9.18117059,45.46022585,"(45.46022585, 9.18117059)"
9537174,MI,MILANO,TOWNHOUSE DUOMO,Alberghiere,Alberghi 5 stelle,PIAZZA DUOMO 21,20121,,,duomo@townhousehotels.com,02 45397600,02 45397635,www.townhousehotels.com (http://www.townhousehotels.com),14,16,24,15,,,,,,1,,,,"Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Estintori,Giochi per bambini,Lavaggio e stiratura biancheria,Pulizia calzature,Riscaldamento,Ristorante,Servizi baby sitting,Servizio congressi,Servizio in camera,SKY,Televisione satellitare,Trasporto clienti stazione,WI-FI in aree comuni","American express,AmexCo,Bancomat,CartaSi,Diners,Maestro,Master Card,Visa,Visa Electron","Arabo,Francese,Inglese,Russo,Spagnolo,Tedesco",,"Congressi capacita' Max 30,Congressi capacita' Min,Numero sale congressi",9.18952755,45.464689,"(45.464689, 9.18952755)"
9503729,MI,MILANO,NAPOLEON,Alberghiere,Alberghi 4 stelle,VIA FEDERICO OZANAM 12,20129,,,napoleon@lhphotels.com,02 29520366,02 29520388,www.hotelnapoleonmilano.it (http://www.hotelnapoleonmilano.it),40,4,72,41,1,,,,,1,,,,"Accesso a mezzi pubblici,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Parcheggio non custodito,Riscaldamento,Sala lettura separata,Sala televisione separata,Servizio in camera,SKY,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,JBC,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Portoghese,Russo,Spagnolo,Tedesco",,"Congressi capacita' Max 8,Congressi capacita' Min 8,Numero sale congressi",9.21359523,45.48047749,"(45.48047749, 9.21359523)"
9502713,MI,MILANO,DATEO,Alberghiere,Alberghi 2 stelle,VIALE PICENO 33,20129,,,info@hoteldateo.com,02 730857,02 70102037,www.hoteldateo.com (http://www.hoteldateo.com),17,,31,17,1,,,,,1,,,,"Aria condizionata non centralizzata,Bar,Estintori,Riscaldamento","Bancomat,Carta Moneta,Diners,Master Card,Visa,Visa Electron","Inglese,Spagnolo",,,9.21715729,45.46608594,"(45.46608594, 9.21715729)"
9410795,MI,MILANO,PAVONE,Alberghiere,Alberghi 3 stelle,VIA ENRICO DANDOLO 2,20122,,,hotelpavone@tin.it,02 55192133,02 55192421,www.hotelpavone.it (http://www.hotelpavone.it),24,,41,25,,,,,,1,,,,"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Aria condizionata non centralizzata,Autorimessa,Bar,Custodia valori in cassaforte,Estintori,Lavaggio e stiratura biancheria,Riscaldamento","American express,Bancomat,CartaSi,Visa","Francese,Greco,Inglese,Spagnolo",,,9.20447034,45.46268469,"(45.46268469, 9.20447034)"
9534964,MI,MILANO,SANTA MARTA SUITES,Alberghiere,Alberghi 4 stelle,VIA SANTA MARTA 4,20123,,,info@santamartasuites.com,02 45373369,02 45373369,www.santamartasuites.com (http://www.santamartasuites.com),10,10,23,12,,,,,,1,,,,"Access. diversamente abili totale,Accesso a mezzi pubblici,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Parcheggio custodito,Riscaldamento,Roof garden,Sala accoglienza,Sala lettura separata,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,CartaSi,Diners,Master Card,Visa,Visa Electron","Arabo,Francese,Inglese,Spagnolo,Tedesco",,,9.18365268,45.46302591,"(45.46302591, 9.18365268)"
9511088,MI,MILANO,CAVOUR,Alberghiere,Alberghi 4 stelle,VIA FATEBENEFRATELLI 21,20121,,,booking@hotelcavour.it,02 620001,02 6592263,www.hotelcavour.it (http://www.hotelcavour.it),121,,216,121,,,,,,1,,,,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Riscaldamento,Ristorante,Servizio congressi,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bank Americard,CartaSi,Diners,Eurocard,JCB,Maestro,Master Card,Visa","Arabo,Francese,Inglese,Spagnolo,Tedesco",,"Congressi capacita' Max 100,Congressi capacita' Min 5,Numero sale congressi 3",9.19398464,45.47259704,"(45.47259704, 9.19398464)"
9525651,MI,MILANO,ACCA PALACE,Alberghiere,Alberghi 4 stelle,VIA GIOVANNI NICOTERA 9,20161,,,info@accapalace.com,02 6466239,02 66225699,www.accapalace.com (http://www.accapalace.com),44,,92,47,,,,,,,,,,"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata centralizzata,Ascensore,Biciclette per ospiti,Estintori,Lavaggio e stiratura biancheria,Parcheggio non custodito,Parco o giardino,Riscaldamento,Sala televisione separata,Servizio congressi,Servizio in camera,Solarium,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,CartaSi,Diners,EDC,Eurocard,JBC,JCB,Key Client,Maestro,Master Card,Visa,Visa Electron","Arabo,Francese,Inglese",,"Congressi capacita' Max 50,Congressi capacita' Min 4,Numero sale congressi 2",9.17399156,45.51157566,"(45.51157566, 9.17399156)"
9510647,MI,MILANO,BEST WESTERN HOTEL MIRAGE,Alberghiere,Alberghi 4 stelle,VIALE CERTOSA 104,20156,,,mirage@gruppomirage.it,02 39210471,02 39210589,www.gruppomirage.it (http://www.gruppomirage.it),86,,150,90,1,,,,,,,,,"Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassette sicurezza,Estintori,Lavaggio e stiratura biancheria,Pulizia calzature,Riscaldamento,Ristorante,Sala televisione separata,Servizio congressi,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,CartaSi,Diners,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Tedesco",,"Congressi capacita' Max 110,Congressi capacita' Min,Numero sale congressi 3",9.14161823,45.49472493,"(45.49472493, 9.14161823)"
9502202,MI,MILANO,CORALLO,Alberghiere,Alberghi 3 stelle,VIA CESENA 20,20155,,,info@hotelcorallomilano.it,02 312747,02 3450080,www.hotelcorallomilano.it (http://www.hotelcorallomilano.it),34,,48,35,,,,,,,,,,"Accesso a mezzi pubblici,Aria condizionata non centralizzata,Ascensore,Bar,Estintori,Riscaldamento","American express,AmexCo,Bancomat,CartaSi,Master Card,Visa Electron","Cinese,Inglese,Spagnolo",,,9.16243755,45.4910483,"(45.4910483, 9.16243755)"
9503088,MI,MILANO,IH HOTELS MILANO AMBASCIATORI,Alberghiere,Alberghi 4 stelle,GALLERIA DEL CORSO 3,20122,,,ricevimento@ambasciatorihotel.it,02 76020241,02 782700,www.ambasciatorihotel.it (http://www.ambasciatorihotel.it),92,10,195,93,1,,,,,1,,,,"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Aria condizionata non centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Estintori,Internet point,Lavaggio e stiratura biancheria,Riscaldamento,Sala lettura separata,Televisione satellitare,WI-FI in aree comuni","American express,Bancomat,Bank Americard,Carta Moneta,CartaSi,Diners,JBC,Master Card,Visa,Visa Electron","Francese,Inglese,Spagnolo",,,9.19516865,45.46458813,"(45.46458813, 9.19516865)"
9509048,MI,MILANO,MINERVA,Alberghiere,Alberghi 3 stelle,CORSO CRISTOFORO COLOMBO 15,20144,,,info@hotelminervamilano.it,02 8375745,02 8358229,www.hotelminervamilano.it (http://www.hotelminervamilano.it),44,,67,44,1,,,,,1,,,1,"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Estintori,Parcheggio non custodito,Riscaldamento,Servizio in camera,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,Bancomat,Bank Americard,CartaSi,Carte Blanche,JBC,Maestro,Master Card,Top Card,Visa,Visa Electron","Arabo,Francese,Inglese,Spagnolo",,,9.17037383,45.45369837,"(45.45369837, 9.17037383)"
9513186,MI,MILANO,DORIA GRAND HOTEL,Alberghiere,Alberghi 4 stelle,VIALE ANDREA DORIA 22,20124,,,info.doriagrandhotel@adihotels.com,02 67411411,02 6696669,www.adihotels.com (http://www.adihotels.com),124,2,236,128,1,,,,,,,,1,"Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Internet point,Lavaggio e stiratura biancheria,Riscaldamento,Ristorante,Sala accoglienza,Servizio congressi,Servizio in camera,SKY,Televisione satellitare,WI-FI in aree comuni","American express,AmexCo,Bancomat,Carta Moneta,CartaSi,Citibank,Key Client,Maestro,Master Card,Visa,Visa Electron","Francese,Inglese,Portoghese,Russo,Spagnolo,Tedesco",,"Congressi capacita' Max 120,Congressi capacita' Min 10,Numero sale congressi 4",9.21114774,45.48547944,"(45.48547944, 9.21114774)"
